,title,authors,paper_url,code_url,poster_url
270,Consistent Robust Regression,Kush Bhatia · Prateek Jain · Parameswaran Kamalaruban · Purushottam Kar,http://papers.nips.cc/paper/by-source-2017-1274,https://github.com/purushottamkar/rreg,https://drive.google.com/file/d/19C7S1pYEBUXojxD7Zk_kLGJZWjllgiG6/view?usp=sharing
271,Partial Hard Thresholding: Towards A Principled Analysis of Support Recovery,Jie Shen · Ping Li,http://papers.nips.cc/paper/by-source-2017-1782,,
272,Minimax Estimation of Bandable Precision Matrices,Addison Hu · Sahand Negahban,http://papers.nips.cc/paper/by-source-2017-2520,,
273,Diffusion Approximations for Online Principal Component Estimation and Global Convergence,Chris Junchi Li · Mengdi Wang · Tong Zhang,http://papers.nips.cc/paper/by-source-2017-443,,
274,Estimation of the covariance structure of heavy-tailed distributions,Xiaohan Wei · Stanislav Minsker,http://papers.nips.cc/paper/by-source-2017-1641,,
275,Learning Koopman Invariant Subspaces for Dynamic Mode Decomposition,Naoya Takeishi · Yoshinobu Kawahara · Takehisa Yairi,http://papers.nips.cc/paper/by-source-2017-768,https://github.com/thetak11/learning-kis,
276,Stochastic Approximation for Canonical Correlation Analysis,Raman Arora · Teodor Vanislavov Marinov · Poorya Mianjy · Nati Srebro,http://papers.nips.cc/paper/by-source-2017-2494,https://www.dropbox.com/sh/dkz4zgkevfyzif3/AABK9JlUvIUYtHvLPCBXLlpha?dl=0,
277,Diving into the shallows: a computational perspective on large-scale shallow learning,SIYUAN MA · Mikhail Belkin,http://papers.nips.cc/paper/by-source-2017-2089,https://github.com/EigenPro/,
278,The Unreasonable Effectiveness of Structured Random Orthogonal Embeddings,Krzysztof M Choromanski · Mark Rowland · Adrian Weller,http://papers.nips.cc/paper/by-source-2017-174,,https://drive.google.com/file/d/1cqDUGJ0vjL0M4V2CDi0GapEBJISwDPaD/view?usp=sharing
279,Generalization Properties of Learning with Random Features,Alessandro Rudi · Lorenzo Rosasco,http://papers.nips.cc/paper/by-source-2017-1832,,
280,Gaussian Quadrature for Kernel Features,Tri Dao · Christopher M De Sa · Christopher Ré,http://papers.nips.cc/paper/by-source-2017-3101,,http://stanford.edu/~trid/publications/quadfeats/nips_poster.pdf
281,A Linear-Time Kernel Goodness-of-Fit Test,Wittawat Jitkrittum · Wenkai Xu · Zoltan Szabo · Kenji Fukumizu · Arthur Gretton,http://papers.nips.cc/paper/by-source-2017-213,https://github.com/wittawatj/kernel-gof,http://wittawat.com/assets/poster/kgof_nips2017_poster.pdf
282,Convergence rates of a partition based Bayesian multivariate density estimation method,Linxi Liu · Dangna Li · Wing Hung Wong,http://papers.nips.cc/paper/by-source-2017-2482,,
283,The power of absolute discounting: all-dimensional distribution estimation,Moein Falahatgar · Mesrob Ohannessian · Alon Orlitsky · Venkatadheeraj Pichapati,http://papers.nips.cc/paper/by-source-2017-3334,,
284,Learning Populations of Parameters,Kevin Tian · Weihao Kong · Gregory Valiant,http://papers.nips.cc/paper/by-source-2017-2950,,
285,Communication-Efficient Distributed Learning of Discrete Distributions,Ilias Diakonikolas · Elena Grigorescu · Jerry Li · Abhiram Natarajan · Krzysztof Onak · Ludwig Schmidt,http://papers.nips.cc/paper/by-source-2017-3202,,
286,Improved Dynamic Regret for Non-degenerate Functions,Lijun Zhang · Tianbao Yang · Jinfeng Yi · Jing Rong · Zhi-Hua Zhou,http://papers.nips.cc/paper/by-source-2017-478,,
287,Parameter-Free Online Learning via Model Selection,Dylan J Foster · Satyen Kale · Mehryar Mohri · Karthik Sridharan,http://papers.nips.cc/paper/by-source-2017-3075,,http://dylanfoster.net/posters/oms_nips2017.pdf
288,Fast Rates for Bandit Optimization with Upper-Confidence Frank-Wolfe,Quentin Berthet · Vianney Perchet,http://papers.nips.cc/paper/by-source-2017-1322,,
289,Online Learning with Transductive Regret,Scott Yang · Mehryar Mohri,http://papers.nips.cc/paper/by-source-2017-2683,,
290,Multi-Armed Bandits with Metric Movement Costs,Tomer Koren · Roi Livni · Yishay Mansour,http://papers.nips.cc/paper/by-source-2017-2169,,
291,Differentially Private Empirical Risk Minimization Revisited: Faster and More General,Di Wang · Minwei Ye · Jinhui Xu,http://papers.nips.cc/paper/by-source-2017-1544,,
292,Certified Defenses for Data Poisoning Attacks,Jacob Steinhardt · Pang Wei W Koh · Percy Liang,http://papers.nips.cc/paper/by-source-2017-1988,http://bit.ly/gt-datapois http://bit.ly/cl-datapois,
293,Sparse Approximate Conic Hulls,Greg Van Buskirk · Ben Raichel · Nicholas Ruozzi,http://papers.nips.cc/paper/by-source-2017-1466,,
294,On Tensor Train Rank Minimization : Statistical Efficiency and Scalable Algorithm,Masaaki Imaizumi · Takanori Maehara · Kohei Hayashi,http://papers.nips.cc/paper/by-source-2017-2119,,
295,Sparse convolutional coding for neuronal assembly detection,Sven Peter · Elke Kirschbaum · Martin Both · Lee Campbell · Brandon Harvey · Conor Heins · Daniel Durstewitz · Ferran Diego · Fred Hamprecht,http://papers.nips.cc/paper/by-source-2017-2050,https://github.com/sccfnad/Sparse-convolutional-coding-for-neuronal-assembly-detection,
296,Estimating High-dimensional Non-Gaussian Multiple Index Models via Stein’s Lemma,Zhuoran Yang · krishnakumar balasubramanian · Princeton Zhaoran Wang · Han Liu,http://papers.nips.cc/paper/by-source-2017-3095,,
297,Solid Harmonic Wavelet Scattering: Predicting Quantum Molecular Energy from Invariant Descriptors of 3D  Electronic Densities,Michael Eickenberg · Georgios Exarchakis · Matthew Hirn · Stephane Mallat,http://papers.nips.cc/paper/by-source-2017-3285,http://www.di.ens.fr/data/software/,
298,Clustering Billions of Reads for DNA Data Storage,Cyrus Rashtchian · Konstantin Makarychev · Miklos Racz · Siena Ang · Djordje Jevdjic · Sergey Yekhanin · Luis Ceze · Karin Strauss,http://papers.nips.cc/paper/by-source-2017-1910,,
299,Deep Recurrent Neural Network-Based Identification of Precursor microRNAs,Seunghyun Park · Seonwoo Min · Hyun-Soo Choi · Sungroh Yoon,http://papers.nips.cc/paper/by-source-2017-1662,https://github.com/eleventh83/deepMiRGene,
300,Decoding with Value Networks for Neural Machine Translation,Di He · Hanqing Lu · Yingce Xia · Tao Qin · Liwei Wang · Tieyan Liu,http://papers.nips.cc/paper/by-source-2017-145,,
301,Learned in Translation: Contextualized Word Vectors,Bryan McCann · James Bradbury · Caiming Xiong · Richard Socher,http://papers.nips.cc/paper/by-source-2017-3167,,
302,Deep Voice 2: Multi-Speaker Neural Text-to-Speech,Andrew Gibiansky · Sercan Arik · Gregory Diamos · John Miller · Kainan Peng · Wei Ping · Jonathan Raiman · Yanqi Zhou,http://papers.nips.cc/paper/by-source-2017-1708,,
303,Modulating early visual processing by language,Harm de Vries · Florian Strub · Jeremie Mary · Hugo Larochelle · Olivier Pietquin · Aaron C Courville,http://papers.nips.cc/paper/by-source-2017-3302,https://github.com/GuessWhatGame,http://florian-strub.com/modulating-early-visual-poster.pdf
304,Multimodal Learning and Reasoning for Visual Question Answering,Ilija Ilievski · Jiashi Feng,http://papers.nips.cc/paper/by-source-2017-375,,
305,Learning to Model the Tail,Yu-Xiong Wang · Deva Ramanan · Martial Hebert,http://papers.nips.cc/paper/by-source-2017-3544,,
306,Interpretable and Globally Optimal Prediction for Textual Grounding using Image Concepts,Raymond Yeh · Jinjun Xiong · Wen-Mei Hwu · Minh Do · Alexander Schwing,http://papers.nips.cc/paper/by-source-2017-1192,,
307,Multiscale Quantization for Fast Similarity Search,Xiang Wu · Ruiqi Guo · Ananda Theertha Suresh · Sanjiv Kumar · Daniel Holtmann-Rice · David Simcha · Felix Yu,http://papers.nips.cc/paper/by-source-2017-2935,,
308,MaskRNN: Instance Level Video Object Segmentation,Yuan-Ting Hu · Jia-Bin Huang · Alexander Schwing,http://papers.nips.cc/paper/by-source-2017-250,,
309,Learning Spherical Convolution for Fast Features from 360° Imagery,Yu-Chuan Su · Kristen Grauman,http://papers.nips.cc/paper/by-source-2017-369,https://github.com/sammy-su/Spherical-Convolution,
310,Deep Mean-Shift Priors for Image Restoration,Siavash Arjomand Bigdeli · Matthias Zwicker · Paolo Favaro · Meiguang Jin,http://papers.nips.cc/paper/by-source-2017-517,https://github.com/siavashBigdeli/DMSP,http://home.inf.unibe.ch/~bigdeli/nips_poster/nips_poster.pdf
311,Pixels to Graphs by Associative Embedding,Alejandro Newell · Jia Deng,http://papers.nips.cc/paper/by-source-2017-1294,,
312,MarrNet: 3D Shape Reconstruction via 2.5D Sketches,Jiajun Wu · Yifan Wang · Tianfan Xue · Xingyuan Sun · Bill Freeman · Josh Tenenbaum,http://papers.nips.cc/paper/by-source-2017-374,http://marrnet.csail.mit.edu/,http://marrnet.csail.mit.edu/talks/marrnet_poster_nips.pdf
313,Temporal Coherency based Criteria for Predicting Video Frames using Deep Multi-stage Generative Adversarial Networks,Prateep Bhattacharjee · Sukhendu Das,http://papers.nips.cc/paper/by-source-2017-2237,,
314,Self-Supervised Intrinsic Image Decomposition,Michael Janner · Jiajun Wu · Tejas Kulkarni · Ilker Yildirim · Josh Tenenbaum,http://papers.nips.cc/paper/by-source-2017-3022,http://rin.csail.mit.edu/,http://people.csail.mit.edu/janner/images/intrinsic_nips_poster.pdf
315,Unsupervised learning of object frames by dense equivariant image labelling,James Thewlis · Hakan Bilen · Andrea Vedaldi,http://papers.nips.cc/paper/by-source-2017-565,,
316,One-Sided Unsupervised Domain Mapping,Sagie Benaim · Lior Wolf,http://papers.nips.cc/paper/by-source-2017-514,https://github.com/sagiebenaim/DistanceGAN,
317,Contrastive Learning for Image Captioning,Bo Dai · Dahua Lin,http://papers.nips.cc/paper/by-source-2017-582,https://github.com/doubledaibo/clcaption_nips2017,
318,Dynamic Routing Between Capsules,Sara Sabour · Nicholas Frosst · Geoffrey E Hinton,http://papers.nips.cc/paper/by-source-2017-2100,,
319,What Uncertainties Do We Need in Bayesian Deep Learning for Computer Vision?,Alex Kendall · Yarin Gal,http://papers.nips.cc/paper/by-source-2017-2871,,
320,Efficient Optimization for Linear Dynamical Systems with Applications to Clustering and Sparse Coding,Wenbing Huang · Mehrtash Harandi · Tong Zhang · Lijie Fan · Fuchun Sun · Junzhou Huang,http://papers.nips.cc/paper/by-source-2017-1956,https://sites.google.com/site/wenbinghuangshomepage/,
321,Label Distribution Learning Forests,Wei Shen · KAI ZHAO · Yilu Guo · Alan Yuille,http://papers.nips.cc/paper/by-source-2017-557,https://github.com/shenwei1231/caffe-LDLForests,http://wei-shen.weebly.com/uploads/2/3/8/2/23825939/posterldlforests.pdf
322,Graph Matching via Multiplicative Update Algorithm,Bo Jiang · Jin Tang · Chris Ding · Yihong Gong · Bin Luo,http://papers.nips.cc/paper/by-source-2017-1806,,
323,Training Quantized Nets: A Deeper Understanding,Hao Li · Soham De · Zheng Xu · Christoph Studer · Hanan Samet · Tom Goldstein,http://papers.nips.cc/paper/by-source-2017-2965,,
324,An inner-loop free solution to inverse problems using deep neural networks,Kai Fan · Qi Wei · Lawrence Carin · Katherine A Heller,http://papers.nips.cc/paper/by-source-2017-1394,,https://docs.google.com/viewer?a=v&pid=sites&srcid=ZGVmYXVsdGRvbWFpbnxxaXdlaXVuaXZjYW1icmlkZ2V8Z3g6NTVjN2Y4YjM5MzA5ZmY0MA
325,Towards Accurate Binary Convolutional Neural Network,Xiaofan Lin · Cong Zhao · Wei Pan,http://papers.nips.cc/paper/by-source-2017-261,,
326,Runtime Neural Pruning,Ji Lin · Yongming Rao · Jiwen Lu · Jie Zhou,http://papers.nips.cc/paper/by-source-2017-1298,,
327,Structured Embedding Models for Grouped Data,Maja Rudolph · Francisco Ruiz · Susan Athey · David Blei,http://papers.nips.cc/paper/by-source-2017-193,https://github.com/mariru/structured_embeddings,
328,Poincaré Embeddings for Learning Hierarchical Representations,Maximillian Nickel · Douwe Kiela,http://papers.nips.cc/paper/by-source-2017-3176,,
329,Language Modeling with Recurrent Highway Hypernetworks,Joseph Suarez,http://papers.nips.cc/paper/by-source-2017-1861,"https://github.com/jsuarez5341/Recurrent-Highway-Hypernetworks-NIPS  This repository is currently a stub, but will contain full source after some code cleaning and equivalence testing. The repository is also mentioned in the paper.",https://github.com/jsuarez5341/Recurrent-Highway-Hypernetworks-NIPS
330,Preventing Gradient Explosions in Gated Recurrent Units,Sekitoshi Kanai · Yasuhiro Fujiwara · Sotetsu Iwamura,http://papers.nips.cc/paper/by-source-2017-324,,
331,"Wider and Deeper, Cheaper and Faster: Tensorized LSTMs for Sequence Learning",Zhen He · Shaobing Gao · Liang Xiao · Daxue Liu · Hangen He · David Barber,http://papers.nips.cc/paper/by-source-2017-17,,
332,Fast-Slow Recurrent Neural Networks,Asier Mujika · Florian Meier · Angelika Steger,http://papers.nips.cc/paper/by-source-2017-3020,https://github.com/amujika/Fast-Slow-LSTM,
333,Cold-Start Reinforcement Learning with Softmax Policy Gradient,Nan Ding · Radu Soricut,http://papers.nips.cc/paper/by-source-2017-1608,,
334,Deep Learning for Precipitation Nowcasting: A Benchmark and A New Model,Xingjian Shi · Zhihan Gao · Leonard Lausen · Hao Wang · Dit-Yan Yeung · Wai-kin Wong · Wang-chun WOO,http://papers.nips.cc/paper/by-source-2017-2878,https://github.com/sxjscience/HKO-7,
335,Recurrent Ladder Networks,Isabeau Prémont-Schwarz · Alexander Ilin · Tele Hao · Antti Rasmus · Rinu Boney · Harri Valpola,http://papers.nips.cc/paper/by-source-2017-3060,,
336,Predictive-State Decoders: Encoding the Future into Recurrent Networks,Arun Venkatraman · Nicholas Rhinehart · Wen Sun · Lerrel Pinto · Martial Hebert · Byron Boots · Kris Kitani · J. Bagnell,http://papers.nips.cc/paper/by-source-2017-786,,
337,QMDP-Net: Deep Learning for Planning under Partial Observability,Peter Karkus · David Hsu · Wee Sun Lee,http://papers.nips.cc/paper/by-source-2017-2460,https://github.com/AdaCompNUS/qmdp-net,https://drive.google.com/open?id=1mNrE2UlD5-O_S6wE05F1BeB1R28J-e72
338,Filtering Variational Objectives,Chris Maddison · John Lawson · George Tucker · Nicolas Heess · Mohammad Norouzi · Andriy Mnih · Arnaud Doucet · Yee Teh,http://papers.nips.cc/paper/by-source-2017-3298,https://sites.google.com/site/fivoproject/,http://www.stats.ox.ac.uk/~cmaddis/pubs/FIVO_POSTER.pdf
339,Unsupervised Learning of Disentangled and Interpretable Representations from Sequential Data,Wei-Ning Hsu · Yu Zhang · James Glass,http://papers.nips.cc/paper/by-source-2017-1173,https://github.com/wnhsu/FactorizedHierarchicalVAE,
340,Neural Discrete Representation Learning,Aaron van den Oord · Oriol Vinyals · koray kavukcuoglu,http://papers.nips.cc/paper/by-source-2017-3169,,
341,Variational Memory Addressing in Generative Models,Jörg Bornschein · Andriy Mnih · Daniel Zoran · Danilo Jimenez Rezende,http://papers.nips.cc/paper/by-source-2017-2117,,
342,Cortical microcircuits as gated-recurrent neural networks,Rui Costa · Yannis Assael · Brendan Shillingford · Nando de Freitas · TIm Vogels,http://papers.nips.cc/paper/by-source-2017-None,,
343,Continual Learning with Deep Generative Replay,Hanul Shin · Jung Kwon Lee · Jaehong Kim · Jiwon Kim,http://papers.nips.cc/paper/by-source-2017-1715,,
344,Hierarchical Attentive Recurrent Tracking,Adam Kosiorek · Alex Bewley · Ingmar Posner,http://papers.nips.cc/paper/by-source-2017-1739,https://github.com/akosiorek/hart,https://drive.google.com/open?id=1vuvIgSNSdknYkrJlTsx_rbdzsM_HFhLx
345,VAE Learning via Stein Variational Gradient Descent,Yuchen Pu · Zhe Gan · Ricardo Henao · Chunyuan Li · Shaobo Han · Lawrence Carin,http://papers.nips.cc/paper/by-source-2017-2225,,
346,Learning to Inpaint for Image Compression,Mohammad Haris Baig · Vladlen Koltun · Lorenzo Torresani,http://papers.nips.cc/paper/by-source-2017-833,,
347,Visual Interaction Networks: Learning a Physics Simulator from Video,Nicholas Watters · Daniel Zoran · Theophane Weber · Peter Battaglia · Razvan Pascanu · Andrea Tacchetti,http://papers.nips.cc/paper/by-source-2017-2374,,
348,NeuralFDR: Learning Discovery Thresholds from Hypothesis Features,Fei Xia · Martin J Zhang · James Zou · David Tse,http://papers.nips.cc/paper/by-source-2017-982,https://github.com/fxia22/NeuralFDR,
349,Eigen-Distortions of Hierarchical Representations,Alexander Berardino · Valero Laparra · Johannes Ballé · Eero Simoncelli,http://papers.nips.cc/paper/by-source-2017-1993,,
350,On-the-fly Operation Batching in Dynamic Computation Graphs,Graham Neubig · Yoav Goldberg · Chris Dyer,http://papers.nips.cc/paper/by-source-2017-2133,https://github.com/neulab/dynet-benchmark/tree/autobatch,
351,Learning Affinity via Spatial Propagation Networks,Sifei Liu · Shalini De Mello · Jinwei Gu · Guangyu Zhong · Ming-Hsuan Yang · Jan Kautz,http://papers.nips.cc/paper/by-source-2017-972,,
352,Few-Shot Adversarial Domain Adaptation,Saeid Motiian · Quinn Jones · Seyed Iranmanesh · Gianfranco Doretto,http://papers.nips.cc/paper/by-source-2017-3343,http://vision.csee.wvu.edu/publications/FADA,
353,Deep Hyperspherical Learning,Weiyang Liu · Yan-Ming Zhang · Xingguo Li · Zhiding Yu · Bo Dai · Tuo Zhao · Le Song,http://papers.nips.cc/paper/by-source-2017-2127,https://github.com/wy1iu/SphereNet,http://wyliu.com/papers/LiuNIPS17_poster.pdf
354,Riemannian approach to batch normalization,Minhyung Cho · Jaehyung Lee,http://papers.nips.cc/paper/by-source-2017-2686,https://github.com/MinhyungCho/riemannian-batch-normalization,https://rawgit.com/MinhyungCho/riemannian-batch-normalization/master/riemannian-batch-normalization-poster.pdf
355,Training Deep Networks without Learning Rates Through Coin Betting,Francesco Orabona · Tatiana Tommasi,http://papers.nips.cc/paper/by-source-2017-1293,https://github.com/bremen79/cocob,https://drive.google.com/file/d/1l2F-hCWKLB48ka3k_9Oq9b_YPsCcexE2/view?usp=sharing
356,Convergent Block Coordinate Descent for Training Tikhonov Regularized Deep Neural Networks,Ziming Zhang · Matthew Brand,http://papers.nips.cc/paper/by-source-2017-1092,,
357,Collaborative Deep Learning in Fixed Topology Networks,Zhanhong Jiang · Aditya Balu · Chinmay Hegde · Soumik Sarkar,http://papers.nips.cc/paper/by-source-2017-3019,https://github.com/SCSLabISU/CDSGD,https://drive.google.com/file/d/1Rl6-yPgvE-Ff5tdc7LdTLFYIX2Vx4VOW/view?usp=sharing
358,How regularization affects the critical points in linear networks,Amirhossein Taghvaei · Jin W Kim · Prashant Mehta,http://papers.nips.cc/paper/by-source-2017-1459,,
359,Predicting Organic Reaction Outcomes with Weisfeiler-Lehman Network,Wengong Jin · Connor Coley · Regina Barzilay · Tommi Jaakkola,http://papers.nips.cc/paper/by-source-2017-1498,https://github.com/wengong-jin/nips17-rexgen,
360,Predicting Scene Parsing and Motion Dynamics in the Future,Xiaojie Jin · Huaxin Xiao · Xiaohui Shen · Jimei Yang · Zhe Lin · Yunpeng Chen · Zequn Jie · Jiashi Feng · Shuicheng Yan,http://papers.nips.cc/paper/by-source-2017-3470,,
361,Houdini: Fooling Deep Structured Visual and Speech Recognition Models with Adversarial Examples,Moustapha Cisse · Yossi Adi · Natalia Neverova · Joseph Keshet,http://papers.nips.cc/paper/by-source-2017-3501,,
362,Geometric Matrix Completion with Recurrent Multi-Graph Neural Networks,Federico Monti · Michael Bronstein · Xavier Bresson,http://papers.nips.cc/paper/by-source-2017-2059,https://github.com/fmonti/mgcnn,http://geometricdeeplearning.com/img/posters/main_v2.pdf
363,Compression-aware Training of Deep Networks,Jose Alvarez · Mathieu Salzmann,http://papers.nips.cc/paper/by-source-2017-566,,
364,Non-parametric Structured Output Networks,Andreas Lehrmann · Leonid Sigal,http://papers.nips.cc/paper/by-source-2017-2223,,
365,GibbsNet: Iterative Adversarial Inference for Deep Graphical Models,Alex Lamb · Devon Hjelm · Yaroslav Ganin · Joseph Paul Cohen · Aaron C Courville · Yoshua Bengio,http://papers.nips.cc/paper/by-source-2017-2649,,
366,Exploring Generalization in Deep Learning,Behnam Neyshabur · Srinadh Bhojanapalli · David Mcallester · Nati Srebro,http://papers.nips.cc/paper/by-source-2017-3037,,
367,Regularizing Deep Neural Networks by Noise: Its Interpretation and Optimization,Hyeonwoo Noh · Tackgeun You · Jonghwan Mun · Bohyung Han,http://papers.nips.cc/paper/by-source-2017-2653,,https://youtu.be/QA8K4zQmLc4
368,Extracting low-dimensional dynamics from multiple large-scale neural population recordings by learning to predict correlations,Marcel Nonnenmacher · Srinivas C Turaga · Jakob H Macke,http://papers.nips.cc/paper/by-source-2017-2907,,
369,Adaptive stimulus selection for optimizing neural population responses,Benjamin Cowley · Ryan Williamson · Katerina Clemens · Matthew Smith · Byron M Yu,http://papers.nips.cc/paper/by-source-2017-901,,
370,OnACID: Online Analysis of Calcium Imaging Data in Real Time,Andrea Giovannucci · Johannes Friedrich · Matt Kaufman · Anne Churchland · Dmitri Chklovskii · Liam Paninski · Eftychios Pnevmatikakis,http://papers.nips.cc/paper/by-source-2017-1403,OnACID is implemented as part of the CaImAn package: https://github.com/simonsfoundation/caiman,
371,Detrended Partial Cross Correlation for Brain Connectivity Analysis,Jaime Ide · Fábio Cappabianco · Fabio Faria · Chiang-shan R Li,http://papers.nips.cc/paper/by-source-2017-575,,https://www.dropbox.com/s/t4sqakihzrdjdp5/Ide_etal_nips2017_poster.png?dl=0
372,Practical Bayesian Optimization for Model Fitting with Bayesian Adaptive Direct Search,Luigi Acerbi · Wei Ji,http://papers.nips.cc/paper/by-source-2017-1148,https://github.com/lacerbi/bads,http://luigiacerbi.com/wp-content/uploads/2017/11/AceMa-NIPS17-poster.pdf
373,An Error Detection and Correction Framework for Connectomics,Jonathan Zung · Ignacio Tartavull · Kisuk Lee · H. Sebastian Seung,http://papers.nips.cc/paper/by-source-2017-3428,,
374,GP CaKe: Effective brain connectivity with causal kernels,Luca Ambrogioni · Max Hinne · Marcel Van Gerven · Eric Maris,http://papers.nips.cc/paper/by-source-2017-604,https://github.com/LucaAmbrogioni/GP-CaKe-project,
375,Learning Neural Representations of Human Cognition across Many fMRI Studies,Arthur Mensch · Julien Mairal · Danilo Bzdok · Bertrand Thirion · Gael Varoquaux,http://papers.nips.cc/paper/by-source-2017-3001,http://github.com/arthurmensch/cogspaces,
376,Mapping distinct timescales of functional interactions among brain networks,Mali Sundaresan · Arshed Nabeel · Devarajan Sridharan,http://papers.nips.cc/paper/by-source-2017-2165,,http://cns.iisc.ac.in/sridhar/conferences/NIPS_2017_p2165.pdf
377,Robust Estimation of Neural Signals in Calcium Imaging,Hakan Inan · Murat A. Erdogdu · Mark Schnitzer,http://papers.nips.cc/paper/by-source-2017-1663,,
378,Learning the Morphology of Brain Signals Using Alpha-Stable Convolutional Sparse Coding,Mainak Jas · Tom Dupré la Tour · Umut Simsekli · Alexandre Gramfort,http://papers.nips.cc/paper/by-source-2017-753,http://alphacsc.github.io/,
379,Streaming Weak Submodularity: Interpreting Neural Networks on the Fly,Ethan Elenberg · Alexandros Dimakis · Moran Feldman · Amin Karbasi,http://papers.nips.cc/paper/by-source-2017-2145,https://github.com/eelenberg/streak,https://eelenberg.github.io/streaming-weak-submodularity-poster.pdf
380,Decomposable Submodular Function Minimization: Discrete and Continuous,Alina Ene · Huy Nguyen · László A. Végh,http://papers.nips.cc/paper/by-source-2017-1645,,http://www.ccs.neu.edu/home/hlnguyen/dsm-nips-poster.pdf
381,Differentiable Learning of Submodular Functions,Josip Djolonga · Andreas Krause,http://papers.nips.cc/paper/by-source-2017-668,https://www.github.com/josipd/nips-17-experiments,
382,Robust Optimization for Non-Convex Objectives,Robert S Chen · Brendan Lucier · Yaron Singer · Vasilis Syrgkanis,http://papers.nips.cc/paper/by-source-2017-2462,,
383,On the Optimization Landscape of Tensor Decompositions,Rong Ge · Tengyu Ma,http://papers.nips.cc/paper/by-source-2017-2039,,
384,Gradient Descent Can Take Exponential Time to Escape Saddle Points,Simon Du · Chi Jin · Jason D Lee · Michael Jordan · Aarti Singh · Barnabas Poczos,http://papers.nips.cc/paper/by-source-2017-688,,
385,Convolutional Phase Retrieval,Qing Qu · Yuqian Zhang · Yonina Eldar · John Wright,http://papers.nips.cc/paper/by-source-2017-3092,,
386,Implicit Regularization in Matrix Factorization,Suriya Gunasekar · Blake Woodworth · Srinadh Bhojanapalli · Behnam Neyshabur · Nati Srebro,http://papers.nips.cc/paper/by-source-2017-3116,,
387,Near-linear time approximation algorithms for optimal transport via Sinkhorn iteration,Jason Altschuler · Jonathan Weed · Philippe Rigollet,http://papers.nips.cc/paper/by-source-2017-1203,,https://www.jonathanweed.com/files/AltWeeRig17_poster.pdf
388,On Frank-Wolfe and Equilibrium Computation,Jacob D Abernethy · Jun-Kun Wang,http://papers.nips.cc/paper/by-source-2017-3299,,
389,Greedy Algorithms for Cone Constrained Optimization with Convergence Guarantees,Francesco Locatello · Michael Tschannen · Gunnar Raetsch · Martin Jaggi,http://papers.nips.cc/paper/by-source-2017-519,https://github.com/locatelf/cone-greedy,
390,When Cyclic Coordinate Descent Outperforms Randomized Coordinate Descent,Mert Gurbuzbalaban · Asuman Ozdaglar · Pablo A Parrilo · Nuri Vanli,http://papers.nips.cc/paper/by-source-2017-3507,,
391,Linear Convergence of a Frank-Wolfe Type Algorithm over Trace-Norm Balls,Zeyuan Allen-Zhu · Elad Hazan · Wei Hu · Yuanzhi Li,http://papers.nips.cc/paper/by-source-2017-3135,,
392,"Adaptive Accelerated Gradient Converging Method under H\""{o}lderian Error Bound Condition",Mingrui Liu · Tianbao Yang,http://papers.nips.cc/paper/by-source-2017-1758,,http://homepage.cs.uiowa.edu/~mingrliu/papers/adaAGC_poster.pdf
393,Adaptive SVRG Methods under Error Bound Conditions with Unknown Growth Parameter,Yi Xu · Qihang Lin · Tianbao Yang,http://papers.nips.cc/paper/by-source-2017-1863,,https://homepage.cs.uiowa.edu/~yxu71/posters/NIPS2017-AdaSVRG-poster.pdf
394,Geometric Descent Method for Convex Composite Minimization,Shixiang Chen · Shiqian Ma · Wei Liu,http://papers.nips.cc/paper/by-source-2017-440,,
395,Faster and Non-ergodic O(1/K) Stochastic Alternating Direction Method of Multipliers,Cong Fang · Feng Cheng · Zhouchen Lin,http://papers.nips.cc/paper/by-source-2017-2334,http://www.cis.pku.edu.cn/faculty/vision/zlin/zlin.htm,
396,Doubly Accelerated Stochastic Variance Reduced Dual Averaging Method for Regularized Empirical Risk Minimization,Tomoya Murata · Taiji Suzuki,http://papers.nips.cc/paper/by-source-2017-429,,
397,Limitations on Variance-Reduction and Acceleration Schemes for Finite Sums Optimization,Yossi Arjevani,http://papers.nips.cc/paper/by-source-2017-2007,,
398,Nonlinear Acceleration of Stochastic Algorithms,Damien Scieur · Francis Bach · Alexandre d'Aspremont,http://papers.nips.cc/paper/by-source-2017-2134,,
399,Acceleration and Averaging in Stochastic Descent Dynamics,Walid Krichene · Peter Bartlett,http://papers.nips.cc/paper/by-source-2017-3420,,http://walid.krichene.net/talks/SAMD_poster.pdf
400,Multiscale Semi-Markov Dynamics for Intracortical Brain-Computer Interfaces,Daniel Milstein · Jason Pacheco · Leigh Hochberg · John D Simeral · Beata Jarosiewicz · Erik Sudderth,http://papers.nips.cc/paper/by-source-2017-567,,
401,"EEG-GRAPH: A Factor-Graph-Based Model for Capturing Spatial, Temporal, and Observational Relationships in Electroencephalograms",Yogatheesan Varatharajah · Min Jin Chong · Krishnakant Saboo · Brent Berry · Benjamin Brinkmann · Gregory Worrell · Ravishankar Iyer,http://papers.nips.cc/paper/by-source-2017-2786,,
402,Asynchronous Parallel Coordinate Minimization for MAP Inference,Ofer Meshi · Alexander Schwing,http://papers.nips.cc/paper/by-source-2017-2934,,
403,Speeding Up Latent Variable Gaussian Graphical Model Estimation via Nonconvex Optimization,Pan Xu · Jian Ma · Quanquan Gu,http://papers.nips.cc/paper/by-source-2017-1197,,
